site area,water consumption,recycling rate,utilisation rate,air qality index,issue reolution time,resident count,electricity cost,structure type
-1.0809824328900621,-0.46963971103075425,0.8280786807772281,-0.6285039952489836,1.5260212689587789,-1.7165808513077467,-0.12582110464947843,-1.2808024192212821,2
1.1710399737015713,-0.5635621527533949,0.017157387365861587,0.546068576894076,1.1295688330315043,1.3866142384228322,1.626187557981124,0.4156784678274208,2
0.6451556205139647,-0.3819787654229562,-1.263244654862612,1.4269980060013707,1.6983918932749853,0.12594123321978448,0.2913238150244745,0.2503664325079785,2
-1.3856860140017049,-1.2012714493727608,-1.5620051313825891,-0.2369798045346304,-0.43900384824597316,-1.619606004753666,-0.46880692749250646,-1.1407840286501698,3
1.6768169839731815,1.2021797516322508,-1.1352044506397645,0.007722814661840353,-1.1629604703740397,0.9987148522065097,0.9216761380873368,1.3217329564908122,3
0.9173781092228435,1.6693836925089767,-1.177884518714047,-1.068968709802631,1.6294436435485027,1.0956896987605904,-0.7932529761278032,0.8691573843867653,0
0.7062510086048778,-0.3328501035988057,-1.092524382565482,0.0566633385011345,0.8537758341255742,-0.8922946555980616,0.4952613313095182,0.743592505100413,3
0.5113644541882941,1.014816521734265,-1.3912848590854592,-0.18803928069533624,0.6986422722409886,-0.7468323857669408,-0.44099726618090956,-0.27086331819867837,2
-1.6455347532238163,-1.2012714493727608,-1.263244654862612,0.839711719929841,-0.12873672447680176,0.9502274289294694,-0.4131876048693127,-1.3079027528802072,3
-0.44296097497862746,-0.6377367990369164,-0.7510838379712225,-0.38380137605251285,0.5779828352196441,0.7562777358213083,0.2913238150244745,-0.21575930642553096,3
-1.1513581330960507,-1.1078306611974156,-1.4339649271597417,1.4269980060013707,1.5777324562536408,-1.3771688883684645,0.3562130247515339,-0.1913690061324985,3
0.103030721124976,0.8539442369375367,1.2121992934457702,0.546068576894076,0.09534508713426645,-0.5528826926587797,-0.7932529761278032,0.7914697612311804,1
0.13551181352773994,0.6372001406545197,-0.36696322530268044,1.7206411490371356,1.4053618319374346,-0.21347072971949757,1.6169176708772584,1.176294499187915,3
-0.8304140057830259,-0.4286991595106288,0.14519759158870893,-0.18803928069533624,-0.9905898460578334,1.6290513548080334,-0.7932529761278032,-0.666528189618983,0
0.8717499079903893,-0.6406267203206899,-1.6046851994568714,-0.5795634714096894,1.422598894369055,0.17442865649682476,-0.7932529761278032,0.5249831469184182,0
1.4378489470099896,2.2512211776420537,0.14519759158870893,-1.068968709802631,-1.2491457825321428,-0.35893299955061847,0.8289772670486806,1.4825282695337672,3
